Scan,Time,5001 <LOAD> (VDC),5021 <DISP> (VDC),1-1p (6001),1-3p (6002),2-4p (6003),3-1p (6004),3-5p (6005),4-2p (6006),4-6p (6007),5-3p (6008),5-7p (6009),6-4p (6010),6-8p (6011),7-5p (6012),7-9p (6013),8-6p (6014),8-10p (6015),9-7p (6016),9-11p (6017),10-8p (6018),10-12p (6019),11-9p (6020),11-13p (6021),12-10p (6022),12-14p (6023),13-11p (6024),13-15p (6025),14-12p (6026),14-16p (6027),15-13p (6028),15-17p (6029),16-14p (6030),16-18p (6031),17-15p (6032),17-19p (6033),18-16p (6034),18-20p (6035),19-17p (6036),19-21p (6037),20-18p (6038),21-19p (6039),21-21p (6040)
424,2025-07-03 16:31:08.083382+00:00,0.1,0.1,77.0,63.0,2.0,0.0,39.0,22.0,72.0,43.0,42.0,66.0,60.0,31.0,60.0,50.0,33.0,71.0,92.0,1.0,4.0,96.0,94.0,57.0,79.0,29.0,40.0,77.0,58.0,95.0,76.0,92.0,79.0,82.0,45.0,9.0,73.0,79.0,43.0,5.0,71.0,9.0
425,2025-07-03 16:31:08.184151+00:00,0.1,0.1,51.0,59.0,34.0,46.0,97.0,8.0,47.0,63.0,9.0,28.0,73.0,86.0,8.0,7.0,45.0,26.0,72.0,4.0,72.0,24.0,30.0,7.0,38.0,21.0,17.0,9.0,57.0,97.0,20.0,53.0,33.0,23.0,50.0,31.0,7.0,93.0,95.0,22.0,48.0,93.0
426,2025-07-03 16:31:08.285077+00:00,0.1,0.1,58.0,30.0,27.0,95.0,59.0,33.0,98.0,9.0,27.0,14.0,12.0,16.0,74.0,96.0,41.0,19.0,40.0,34.0,96.0,87.0,56.0,65.0,64.0,76.0,27.0,54.0,5.0,49.0,97.0,39.0,5.0,35.0,29.0,41.0,5.0,88.0,96.0,79.0,52.0,40.0
427,2025-07-03 16:31:08.385202+00:00,0.1,0.1,41.0,26.0,45.0,17.0,15.0,8.0,60.0,54.0,35.0,50.0,19.0,31.0,53.0,37.0,81.0,26.0,30.0,53.0,55.0,5.0,56.0,22.0,9.0,33.0,56.0,74.0,21.0,100.0,56.0,32.0,86.0,53.0,71.0,10.0,34.0,29.0,22.0,90.0,27.0,33.0
428,2025-07-03 16:31:08.486056+00:00,0.1,0.1,93.0,92.0,1.0,96.0,39.0,2.0,56.0,9.0,50.0,70.0,24.0,25.0,1.0,63.0,8.0,55.0,5.0,47.0,42.0,0.0,16.0,36.0,44.0,47.0,58.0,14.0,34.0,52.0,60.0,95.0,13.0,66.0,43.0,86.0,55.0,65.0,31.0,47.0,94.0,89.0
429,2025-07-03 16:31:08.637183+00:00,0.1,0.1,55.0,37.0,20.0,76.0,81.0,4.0,29.0,88.0,59.0,14.0,40.0,90.0,94.0,69.0,82.0,60.0,59.0,33.0,68.0,57.0,72.0,38.0,65.0,16.0,99.0,33.0,28.0,62.0,31.0,24.0,5.0,47.0,15.0,13.0,34.0,31.0,72.0,53.0,48.0,4.0
430,2025-07-03 16:31:08.709909+00:00,0.1,0.1,58.0,56.0,38.0,65.0,7.0,75.0,79.0,89.0,52.0,76.0,91.0,39.0,88.0,73.0,26.0,97.0,2.0,86.0,33.0,8.0,61.0,26.0,12.0,43.0,3.0,47.0,16.0,14.0,77.0,87.0,14.0,66.0,94.0,9.0,58.0,13.0,66.0,5.0,12.0,30.0
431,2025-07-03 16:31:08.863087+00:00,0.1,0.1,91.0,83.0,15.0,50.0,14.0,41.0,11.0,47.0,99.0,19.0,42.0,99.0,76.0,75.0,80.0,86.0,58.0,14.0,70.0,59.0,81.0,40.0,20.0,3.0,91.0,46.0,21.0,6.0,96.0,36.0,65.0,85.0,56.0,7.0,34.0,65.0,7.0,93.0,48.0,44.0
432,2025-07-03 16:31:08.923405+00:00,0.1,0.1,25.0,4.0,72.0,28.0,64.0,42.0,67.0,98.0,15.0,0.0,36.0,15.0,6.0,43.0,32.0,55.0,64.0,46.0,27.0,97.0,75.0,79.0,77.0,55.0,10.0,41.0,10.0,73.0,24.0,66.0,9.0,49.0,77.0,22.0,81.0,31.0,53.0,96.0,8.0,72.0
433,2025-07-03 16:31:09.027647+00:00,0.1,0.1,37.0,88.0,77.0,49.0,42.0,67.0,30.0,20.0,57.0,10.0,64.0,11.0,78.0,83.0,46.0,76.0,30.0,55.0,99.0,52.0,31.0,73.0,71.0,77.0,50.0,63.0,72.0,23.0,26.0,38.0,20.0,35.0,98.0,5.0,7.0,45.0,47.0,31.0,13.0,52.0
434,2025-07-03 16:31:09.128476+00:00,0.1,0.1,17.0,77.0,94.0,36.0,38.0,12.0,32.0,24.0,33.0,31.0,57.0,48.0,43.0,39.0,19.0,0.0,11.0,30.0,35.0,14.0,83.0,94.0,62.0,61.0,80.0,59.0,49.0,55.0,22.0,80.0,27.0,28.0,98.0,79.0,26.0,85.0,35.0,58.0,0.0,37.0
435,2025-07-03 16:31:09.229193+00:00,0.1,0.1,26.0,95.0,44.0,44.0,54.0,70.0,20.0,12.0,68.0,97.0,99.0,14.0,30.0,9.0,81.0,10.0,83.0,14.0,3.0,10.0,98.0,79.0,89.0,50.0,84.0,10.0,84.0,66.0,4.0,22.0,14.0,85.0,26.0,20.0,43.0,80.0,96.0,76.0,95.0,68.0
436,2025-07-03 16:31:09.329986+00:00,0.1,0.1,41.0,69.0,50.0,33.0,84.0,12.0,49.0,33.0,17.0,72.0,90.0,95.0,72.0,77.0,83.0,0.0,64.0,82.0,24.0,5.0,78.0,40.0,79.0,95.0,99.0,4.0,100.0,12.0,72.0,14.0,58.0,69.0,91.0,60.0,99.0,33.0,55.0,10.0,73.0,56.0
437,2025-07-03 16:31:09.431543+00:00,0.1,0.1,24.0,44.0,89.0,84.0,43.0,12.0,100.0,24.0,41.0,19.0,10.0,84.0,49.0,37.0,56.0,82.0,82.0,31.0,77.0,6.0,24.0,39.0,98.0,95.0,100.0,14.0,5.0,67.0,24.0,2.0,24.0,48.0,11.0,14.0,50.0,47.0,79.0,70.0,71.0,98.0
438,2025-07-03 16:31:09.531170+00:00,0.1,0.1,62.0,67.0,15.0,74.0,26.0,71.0,19.0,47.0,95.0,49.0,94.0,10.0,18.0,65.0,14.0,41.0,6.0,98.0,42.0,46.0,33.0,57.0,69.0,76.0,35.0,3.0,62.0,17.0,16.0,37.0,28.0,90.0,24.0,82.0,33.0,5.0,98.0,10.0,31.0,13.0
439,2025-07-03 16:31:09.661349+00:00,0.1,0.1,81.0,96.0,81.0,95.0,24.0,77.0,39.0,2.0,87.0,72.0,64.0,81.0,18.0,50.0,45.0,83.0,47.0,75.0,46.0,10.0,30.0,64.0,82.0,18.0,17.0,14.0,99.0,95.0,100.0,80.0,10.0,62.0,67.0,41.0,3.0,1.0,24.0,73.0,93.0,91.0
440,2025-07-03 16:31:09.749043+00:00,0.1,0.1,73.0,54.0,91.0,69.0,65.0,58.0,16.0,5.0,6.0,23.0,71.0,47.0,5.0,75.0,7.0,55.0,94.0,2.0,48.0,58.0,29.0,59.0,13.0,84.0,15.0,35.0,73.0,57.0,2.0,65.0,30.0,34.0,68.0,2.0,39.0,60.0,32.0,35.0,1.0,98.0
441,2025-07-03 16:31:09.896313+00:00,0.1,0.1,28.0,52.0,1.0,43.0,21.0,97.0,32.0,80.0,56.0,10.0,70.0,78.0,33.0,26.0,38.0,40.0,87.0,45.0,2.0,2.0,22.0,13.0,92.0,14.0,78.0,40.0,66.0,15.0,70.0,12.0,78.0,10.0,89.0,17.0,56.0,81.0,37.0,41.0,43.0,52.0
442,2025-07-03 16:31:09.961832+00:00,0.1,0.1,36.0,80.0,92.0,18.0,7.0,63.0,10.0,3.0,27.0,96.0,68.0,19.0,18.0,99.0,79.0,66.0,3.0,41.0,12.0,98.0,29.0,50.0,82.0,34.0,50.0,54.0,85.0,100.0,65.0,56.0,8.0,82.0,86.0,5.0,19.0,23.0,30.0,21.0,28.0,84.0
443,2025-07-03 16:31:10.062557+00:00,0.1,0.1,73.0,50.0,46.0,98.0,2.0,72.0,57.0,60.0,18.0,67.0,96.0,20.0,27.0,32.0,15.0,17.0,52.0,66.0,51.0,8.0,19.0,55.0,70.0,65.0,94.0,27.0,86.0,41.0,99.0,73.0,84.0,73.0,98.0,45.0,64.0,16.0,15.0,14.0,36.0,80.0
444,2025-07-03 16:31:10.163701+00:00,0.1,0.1,13.0,82.0,38.0,22.0,54.0,12.0,94.0,69.0,98.0,52.0,7.0,67.0,29.0,35.0,68.0,85.0,74.0,39.0,68.0,30.0,29.0,77.0,55.0,64.0,66.0,8.0,69.0,83.0,18.0,29.0,94.0,25.0,7.0,16.0,71.0,34.0,86.0,7.0,7.0,4.0
445,2025-07-03 16:31:10.264578+00:00,0.1,0.1,1.0,20.0,90.0,5.0,48.0,11.0,60.0,21.0,21.0,63.0,19.0,83.0,20.0,66.0,15.0,87.0,31.0,89.0,43.0,95.0,56.0,44.0,31.0,37.0,51.0,11.0,86.0,59.0,68.0,95.0,43.0,44.0,84.0,20.0,27.0,45.0,41.0,49.0,36.0,6.0
446,2025-07-03 16:31:10.365323+00:00,0.1,0.1,83.0,22.0,40.0,52.0,39.0,6.0,14.0,40.0,65.0,85.0,33.0,59.0,61.0,24.0,64.0,37.0,80.0,57.0,79.0,48.0,93.0,42.0,79.0,4.0,22.0,55.0,90.0,40.0,86.0,61.0,64.0,45.0,7.0,23.0,2.0,22.0,67.0,83.0,39.0,44.0
447,2025-07-03 16:31:10.466128+00:00,0.1,0.1,49.0,93.0,39.0,66.0,62.0,27.0,45.0,44.0,16.0,22.0,88.0,81.0,61.0,59.0,66.0,78.0,68.0,82.0,20.0,2.0,38.0,98.0,61.0,5.0,33.0,80.0,57.0,64.0,16.0,59.0,86.0,55.0,25.0,72.0,74.0,63.0,65.0,52.0,0.0,59.0
448,2025-07-03 16:31:10.567335+00:00,0.1,0.1,63.0,84.0,71.0,37.0,83.0,96.0,17.0,36.0,18.0,9.0,7.0,20.0,99.0,38.0,31.0,3.0,78.0,50.0,96.0,58.0,3.0,10.0,87.0,70.0,77.0,73.0,93.0,66.0,62.0,84.0,76.0,30.0,99.0,60.0,64.0,34.0,10.0,29.0,58.0,4.0
449,2025-07-03 16:31:10.667880+00:00,0.1,0.1,90.0,45.0,96.0,53.0,66.0,50.0,34.0,99.0,77.0,50.0,51.0,11.0,68.0,24.0,92.0,21.0,81.0,39.0,56.0,27.0,2.0,22.0,55.0,80.0,8.0,12.0,34.0,64.0,45.0,96.0,47.0,57.0,24.0,84.0,61.0,39.0,92.0,54.0,86.0,5.0
450,2025-07-03 16:31:10.768804+00:00,0.1,0.1,11.0,15.0,21.0,22.0,22.0,99.0,75.0,75.0,88.0,96.0,49.0,20.0,88.0,16.0,95.0,56.0,4.0,55.0,74.0,92.0,62.0,97.0,1.0,48.0,85.0,39.0,43.0,30.0,52.0,29.0,38.0,23.0,53.0,13.0,9.0,87.0,30.0,65.0,87.0,59.0
451,2025-07-03 16:31:10.892671+00:00,0.1,0.1,35.0,43.0,34.0,4.0,90.0,1.0,88.0,62.0,45.0,35.0,62.0,98.0,31.0,69.0,58.0,99.0,43.0,32.0,74.0,31.0,25.0,8.0,91.0,94.0,71.0,49.0,43.0,62.0,16.0,48.0,13.0,22.0,74.0,78.0,9.0,50.0,63.0,71.0,66.0,44.0
452,2025-07-03 16:31:11.005294+00:00,0.1,0.1,62.0,58.0,35.0,1.0,47.0,45.0,17.0,5.0,40.0,49.0,64.0,80.0,10.0,58.0,2.0,37.0,69.0,31.0,66.0,91.0,1.0,60.0,57.0,80.0,85.0,23.0,31.0,44.0,65.0,41.0,51.0,85.0,35.0,23.0,33.0,71.0,82.0,47.0,32.0,71.0
453,2025-07-03 16:31:11.074735+00:00,0.1,0.1,59.0,59.0,11.0,85.0,38.0,45.0,40.0,59.0,81.0,68.0,46.0,50.0,29.0,68.0,87.0,66.0,12.0,71.0,61.0,63.0,19.0,55.0,19.0,92.0,1.0,22.0,98.0,59.0,44.0,48.0,10.0,70.0,67.0,100.0,74.0,91.0,84.0,6.0,11.0,49.0
454,2025-07-03 16:31:11.173917+00:00,0.1,0.1,64.0,0.0,53.0,39.0,42.0,55.0,92.0,90.0,28.0,91.0,57.0,89.0,50.0,59.0,57.0,77.0,17.0,21.0,7.0,13.0,65.0,2.0,7.0,5.0,66.0,40.0,35.0,53.0,76.0,65.0,50.0,38.0,9.0,11.0,91.0,78.0,87.0,7.0,50.0,45.0
455,2025-07-03 16:31:11.275478+00:00,0.1,0.1,83.0,52.0,62.0,23.0,82.0,36.0,55.0,43.0,59.0,44.0,24.0,32.0,45.0,74.0,82.0,3.0,51.0,92.0,54.0,56.0,54.0,62.0,87.0,10.0,100.0,81.0,81.0,67.0,5.0,58.0,10.0,98.0,23.0,89.0,91.0,74.0,92.0,16.0,17.0,81.0
456,2025-07-03 16:31:11.374839+00:00,0.1,0.1,92.0,58.0,92.0,31.0,56.0,2.0,45.0,97.0,7.0,62.0,2.0,0.0,32.0,95.0,22.0,45.0,54.0,82.0,43.0,71.0,72.0,7.0,21.0,35.0,22.0,69.0,1.0,32.0,46.0,36.0,25.0,71.0,50.0,24.0,16.0,69.0,78.0,39.0,40.0,2.0
457,2025-07-03 16:31:11.475945+00:00,0.1,0.1,62.0,35.0,50.0,26.0,8.0,4.0,9.0,46.0,81.0,43.0,9.0,55.0,77.0,1.0,69.0,5.0,100.0,85.0,51.0,55.0,6.0,63.0,11.0,87.0,37.0,66.0,86.0,9.0,87.0,60.0,57.0,97.0,66.0,83.0,18.0,58.0,71.0,19.0,36.0,51.0
458,2025-07-03 16:31:11.581808+00:00,0.1,0.1,53.0,17.0,3.0,39.0,32.0,24.0,78.0,47.0,16.0,88.0,28.0,71.0,52.0,45.0,29.0,13.0,74.0,9.0,14.0,26.0,73.0,17.0,86.0,20.0,54.0,43.0,29.0,14.0,88.0,55.0,77.0,9.0,40.0,27.0,7.0,18.0,79.0,73.0,84.0,5.0
459,2025-07-03 16:31:11.677193+00:00,0.1,0.1,13.0,99.0,29.0,0.0,1.0,62.0,52.0,8.0,50.0,45.0,0.0,83.0,15.0,63.0,96.0,60.0,7.0,11.0,24.0,43.0,63.0,45.0,56.0,43.0,82.0,17.0,72.0,98.0,69.0,47.0,67.0,37.0,11.0,100.0,39.0,28.0,85.0,9.0,72.0,68.0
460,2025-07-03 16:31:11.778293+00:00,0.1,0.1,85.0,34.0,77.0,64.0,30.0,87.0,71.0,28.0,43.0,51.0,9.0,36.0,95.0,96.0,41.0,6.0,94.0,60.0,85.0,96.0,14.0,96.0,6.0,38.0,96.0,97.0,98.0,50.0,68.0,53.0,35.0,62.0,26.0,46.0,4.0,27.0,96.0,20.0,63.0,43.0
461,2025-07-03 16:31:11.978243+00:00,0.1,0.1,2.0,1.0,84.0,24.0,38.0,75.0,19.0,32.0,46.0,20.0,24.0,27.0,95.0,55.0,6.0,35.0,92.0,90.0,53.0,23.0,21.0,82.0,7.0,8.0,26.0,73.0,99.0,92.0,5.0,61.0,92.0,85.0,29.0,28.0,50.0,36.0,14.0,83.0,73.0,83.0
462,2025-07-03 16:31:12.008225+00:00,0.1,0.1,44.0,41.0,94.0,13.0,53.0,96.0,21.0,28.0,48.0,83.0,36.0,16.0,69.0,55.0,24.0,60.0,6.0,1.0,43.0,8.0,91.0,71.0,27.0,42.0,78.0,8.0,22.0,46.0,48.0,71.0,36.0,27.0,72.0,49.0,15.0,22.0,74.0,61.0,84.0,31.0
463,2025-07-03 16:31:12.089546+00:00,0.1,0.1,11.0,88.0,17.0,16.0,66.0,42.0,19.0,86.0,22.0,61.0,93.0,3.0,94.0,72.0,40.0,9.0,62.0,53.0,57.0,18.0,0.0,30.0,55.0,19.0,85.0,98.0,33.0,37.0,34.0,57.0,62.0,77.0,51.0,60.0,37.0,15.0,80.0,85.0,84.0,36.0
464,2025-07-03 16:31:12.190337+00:00,0.1,0.1,15.0,2.0,100.0,78.0,83.0,5.0,56.0,73.0,74.0,88.0,100.0,54.0,91.0,42.0,27.0,19.0,85.0,21.0,4.0,12.0,89.0,0.0,60.0,80.0,81.0,30.0,51.0,38.0,56.0,27.0,52.0,95.0,86.0,58.0,70.0,19.0,96.0,18.0,85.0,31.0
465,2025-07-03 16:31:12.291640+00:00,0.1,0.1,60.0,31.0,84.0,20.0,92.0,79.0,70.0,93.0,99.0,28.0,51.0,62.0,21.0,87.0,34.0,94.0,15.0,53.0,9.0,89.0,56.0,29.0,30.0,28.0,0.0,91.0,37.0,18.0,81.0,85.0,69.0,48.0,52.0,83.0,85.0,44.0,36.0,99.0,89.0,10.0
466,2025-07-03 16:31:12.392552+00:00,0.1,0.1,97.0,82.0,55.0,68.0,43.0,1.0,21.0,44.0,66.0,79.0,78.0,5.0,98.0,46.0,25.0,39.0,9.0,98.0,81.0,62.0,100.0,3.0,62.0,62.0,28.0,42.0,63.0,2.0,37.0,67.0,19.0,16.0,76.0,66.0,37.0,4.0,48.0,58.0,85.0,12.0
467,2025-07-03 16:31:12.493793+00:00,0.1,0.1,72.0,16.0,45.0,61.0,52.0,80.0,11.0,33.0,18.0,81.0,69.0,4.0,15.0,89.0,68.0,24.0,62.0,40.0,85.0,42.0,39.0,48.0,90.0,74.0,33.0,75.0,8.0,26.0,44.0,32.0,16.0,61.0,76.0,60.0,94.0,44.0,2.0,72.0,39.0,11.0
468,2025-07-03 16:31:12.593663+00:00,0.1,0.1,46.0,17.0,18.0,48.0,7.0,45.0,23.0,22.0,96.0,50.0,42.0,22.0,25.0,88.0,97.0,37.0,15.0,100.0,13.0,79.0,72.0,22.0,42.0,45.0,23.0,14.0,42.0,76.0,11.0,79.0,21.0,44.0,35.0,40.0,41.0,39.0,9.0,7.0,28.0,75.0
469,2025-07-03 16:31:12.694351+00:00,0.1,0.1,50.0,70.0,84.0,53.0,61.0,16.0,89.0,53.0,41.0,43.0,98.0,30.0,98.0,18.0,2.0,78.0,48.0,72.0,81.0,48.0,30.0,7.0,60.0,69.0,82.0,28.0,1.0,51.0,74.0,9.0,81.0,47.0,98.0,61.0,78.0,98.0,9.0,49.0,89.0,74.0
470,2025-07-03 16:31:12.795206+00:00,0.1,0.1,63.0,1.0,98.0,62.0,50.0,31.0,48.0,59.0,63.0,47.0,58.0,3.0,69.0,63.0,58.0,35.0,63.0,14.0,87.0,34.0,46.0,0.0,38.0,76.0,37.0,17.0,16.0,97.0,50.0,6.0,75.0,100.0,82.0,18.0,17.0,45.0,42.0,71.0,0.0,62.0
471,2025-07-03 16:31:12.895807+00:00,0.1,0.1,61.0,35.0,43.0,87.0,54.0,17.0,53.0,81.0,100.0,28.0,34.0,50.0,0.0,90.0,73.0,33.0,19.0,0.0,72.0,44.0,3.0,9.0,64.0,45.0,38.0,75.0,31.0,27.0,38.0,41.0,20.0,88.0,93.0,20.0,79.0,1.0,17.0,36.0,33.0,17.0
472,2025-07-03 16:31:13.000296+00:00,0.1,0.1,18.0,54.0,89.0,48.0,4.0,89.0,93.0,17.0,34.0,39.0,1.0,69.0,82.0,35.0,35.0,93.0,81.0,56.0,16.0,96.0,43.0,3.0,79.0,39.0,30.0,78.0,15.0,54.0,26.0,66.0,74.0,63.0,71.0,78.0,85.0,27.0,12.0,54.0,65.0,25.0
473,2025-07-03 16:31:13.126996+00:00,0.1,0.1,32.0,27.0,11.0,41.0,37.0,86.0,33.0,51.0,24.0,85.0,64.0,37.0,1.0,60.0,20.0,5.0,80.0,7.0,69.0,15.0,50.0,12.0,65.0,76.0,53.0,1.0,26.0,1.0,51.0,68.0,67.0,73.0,35.0,26.0,55.0,78.0,12.0,60.0,87.0,82.0
474,2025-07-03 16:31:13.240901+00:00,0.1,0.1,99.0,74.0,37.0,56.0,13.0,92.0,84.0,41.0,82.0,57.0,94.0,49.0,61.0,22.0,16.0,100.0,27.0,47.0,38.0,21.0,95.0,47.0,100.0,7.0,91.0,91.0,8.0,28.0,44.0,54.0,57.0,37.0,27.0,62.0,84.0,2.0,3.0,43.0,37.0,93.0
475,2025-07-03 16:31:13.335960+00:00,0.1,0.1,72.0,93.0,4.0,78.0,93.0,6.0,79.0,17.0,77.0,93.0,94.0,63.0,58.0,97.0,34.0,60.0,17.0,65.0,80.0,0.0,9.0,15.0,42.0,45.0,89.0,43.0,35.0,47.0,75.0,40.0,30.0,17.0,13.0,57.0,20.0,40.0,89.0,1.0,39.0,61.0
476,2025-07-03 16:31:13.436339+00:00,0.1,0.1,70.0,69.0,10.0,71.0,31.0,89.0,69.0,7.0,76.0,51.0,87.0,27.0,42.0,94.0,94.0,17.0,62.0,86.0,39.0,15.0,57.0,84.0,70.0,40.0,51.0,19.0,0.0,23.0,84.0,81.0,10.0,73.0,94.0,86.0,86.0,75.0,51.0,26.0,72.0,32.0
477,2025-07-03 16:31:13.536525+00:00,0.1,0.1,71.0,74.0,77.0,80.0,58.0,30.0,94.0,87.0,36.0,7.0,78.0,22.0,91.0,79.0,74.0,79.0,16.0,3.0,96.0,37.0,0.0,7.0,79.0,13.0,50.0,77.0,31.0,94.0,97.0,78.0,46.0,31.0,52.0,39.0,48.0,67.0,43.0,48.0,2.0,93.0
478,2025-07-03 16:31:13.637708+00:00,0.1,0.1,6.0,51.0,82.0,89.0,73.0,44.0,62.0,78.0,89.0,40.0,31.0,5.0,100.0,48.0,20.0,22.0,63.0,79.0,76.0,69.0,26.0,13.0,9.0,99.0,88.0,57.0,55.0,93.0,85.0,17.0,96.0,28.0,62.0,81.0,50.0,56.0,18.0,4.0,20.0,95.0
479,2025-07-03 16:31:13.738737+00:00,0.1,0.1,92.0,62.0,41.0,55.0,88.0,7.0,65.0,34.0,72.0,4.0,74.0,29.0,17.0,26.0,31.0,85.0,91.0,80.0,60.0,69.0,92.0,74.0,70.0,33.0,55.0,88.0,93.0,75.0,68.0,66.0,38.0,4.0,21.0,8.0,66.0,70.0,0.0,46.0,81.0,16.0
480,2025-07-03 16:31:13.838877+00:00,0.1,0.1,0.0,89.0,48.0,54.0,79.0,17.0,72.0,86.0,70.0,6.0,85.0,93.0,33.0,78.0,75.0,73.0,21.0,59.0,66.0,31.0,57.0,26.0,51.0,50.0,27.0,48.0,39.0,23.0,9.0,25.0,88.0,5.0,13.0,22.0,8.0,75.0,24.0,28.0,97.0,31.0
481,2025-07-03 16:31:13.940358+00:00,0.1,0.1,41.0,40.0,93.0,86.0,23.0,28.0,8.0,98.0,82.0,91.0,67.0,57.0,16.0,75.0,63.0,95.0,70.0,83.0,97.0,23.0,74.0,26.0,59.0,27.0,51.0,68.0,46.0,67.0,86.0,74.0,95.0,81.0,25.0,24.0,98.0,85.0,80.0,50.0,61.0,94.0
482,2025-07-03 16:31:14.040053+00:00,0.1,0.1,42.0,81.0,3.0,87.0,26.0,82.0,44.0,11.0,98.0,76.0,26.0,89.0,70.0,46.0,88.0,40.0,36.0,0.0,67.0,41.0,14.0,75.0,61.0,30.0,16.0,40.0,40.0,3.0,12.0,69.0,57.0,87.0,96.0,73.0,31.0,30.0,59.0,37.0,89.0,35.0
483,2025-07-03 16:31:14.290600+00:00,0.1,0.1,34.0,9.0,6.0,27.0,84.0,57.0,78.0,20.0,49.0,29.0,31.0,79.0,37.0,27.0,100.0,17.0,62.0,74.0,20.0,72.0,50.0,44.0,45.0,48.0,31.0,68.0,61.0,100.0,54.0,16.0,29.0,72.0,93.0,57.0,37.0,84.0,14.0,46.0,26.0,44.0
484,2025-07-03 16:31:14.301857+00:00,0.1,0.1,97.0,28.0,50.0,61.0,96.0,68.0,60.0,55.0,16.0,2.0,30.0,29.0,18.0,77.0,89.0,5.0,92.0,62.0,34.0,41.0,99.0,8.0,9.0,86.0,9.0,8.0,87.0,70.0,83.0,6.0,24.0,6.0,17.0,18.0,19.0,52.0,50.0,36.0,11.0,52.0
485,2025-07-03 16:31:14.385280+00:00,0.1,0.1,60.0,85.0,99.0,4.0,91.0,50.0,53.0,20.0,97.0,83.0,54.0,13.0,11.0,37.0,66.0,12.0,88.0,41.0,24.0,69.0,18.0,38.0,80.0,28.0,42.0,20.0,29.0,58.0,24.0,3.0,58.0,64.0,88.0,99.0,56.0,60.0,18.0,56.0,55.0,30.0
486,2025-07-03 16:31:14.463571+00:00,0.1,0.1,66.0,7.0,69.0,44.0,91.0,37.0,80.0,32.0,81.0,45.0,32.0,44.0,76.0,8.0,63.0,3.0,40.0,10.0,69.0,70.0,17.0,52.0,0.0,43.0,2.0,24.0,38.0,75.0,2.0,19.0,10.0,94.0,21.0,42.0,47.0,69.0,84.0,41.0,27.0,76.0
487,2025-07-03 16:31:14.565528+00:00,0.1,0.1,19.0,56.0,53.0,89.0,57.0,98.0,48.0,93.0,46.0,34.0,60.0,28.0,90.0,53.0,30.0,25.0,91.0,82.0,43.0,36.0,94.0,36.0,96.0,14.0,39.0,52.0,12.0,78.0,64.0,24.0,93.0,36.0,33.0,5.0,69.0,88.0,13.0,39.0,70.0,50.0
488,2025-07-03 16:31:14.665705+00:00,0.1,0.1,89.0,24.0,14.0,57.0,54.0,4.0,89.0,4.0,0.0,67.0,90.0,97.0,91.0,95.0,72.0,97.0,35.0,57.0,40.0,66.0,21.0,14.0,51.0,41.0,5.0,57.0,6.0,60.0,15.0,99.0,20.0,30.0,48.0,48.0,99.0,2.0,67.0,67.0,69.0,26.0
489,2025-07-03 16:31:14.765836+00:00,0.1,0.1,1.0,64.0,100.0,43.0,25.0,84.0,23.0,60.0,65.0,71.0,60.0,9.0,24.0,23.0,72.0,38.0,76.0,99.0,83.0,97.0,13.0,38.0,90.0,5.0,34.0,3.0,27.0,59.0,47.0,76.0,22.0,9.0,35.0,84.0,19.0,18.0,5.0,17.0,30.0,75.0
490,2025-07-03 16:31:14.866954+00:00,0.1,0.1,35.0,86.0,67.0,64.0,95.0,31.0,80.0,92.0,80.0,88.0,83.0,43.0,50.0,14.0,16.0,6.0,27.0,6.0,37.0,73.0,11.0,69.0,21.0,53.0,20.0,69.0,46.0,59.0,26.0,43.0,41.0,3.0,13.0,34.0,69.0,1.0,47.0,44.0,53.0,32.0
491,2025-07-03 16:31:14.967638+00:00,0.1,0.1,96.0,62.0,70.0,14.0,4.0,57.0,55.0,93.0,1.0,35.0,84.0,19.0,85.0,92.0,46.0,84.0,6.0,28.0,87.0,50.0,69.0,53.0,71.0,5.0,5.0,21.0,88.0,15.0,31.0,26.0,18.0,4.0,88.0,75.0,37.0,0.0,48.0,41.0,33.0,26.0
492,2025-07-03 16:31:15.067822+00:00,0.1,0.1,79.0,12.0,47.0,9.0,23.0,96.0,79.0,26.0,29.0,56.0,53.0,79.0,86.0,45.0,38.0,43.0,94.0,22.0,30.0,52.0,38.0,83.0,24.0,2.0,28.0,55.0,12.0,70.0,41.0,48.0,61.0,30.0,86.0,83.0,20.0,42.0,80.0,93.0,22.0,61.0
493,2025-07-03 16:31:15.168682+00:00,0.1,0.1,36.0,38.0,44.0,36.0,85.0,78.0,3.0,12.0,30.0,73.0,41.0,24.0,33.0,50.0,87.0,30.0,34.0,83.0,24.0,6.0,43.0,78.0,96.0,23.0,91.0,34.0,6.0,26.0,1.0,18.0,96.0,9.0,44.0,94.0,34.0,62.0,88.0,90.0,99.0,89.0
494,2025-07-03 16:31:15.331893+00:00,0.1,0.1,65.0,82.0,20.0,75.0,53.0,69.0,58.0,11.0,56.0,69.0,95.0,21.0,3.0,26.0,69.0,56.0,53.0,26.0,80.0,17.0,87.0,85.0,71.0,77.0,55.0,53.0,6.0,96.0,27.0,0.0,21.0,88.0,70.0,96.0,71.0,46.0,100.0,44.0,81.0,31.0
